Bron: Thumbs up?,Titel resultaat,Ranking,Link/resultaat,"Query ",Relevant?,vrije tags page,Bronnen DB,Bron: Inst/Bedrijf,Toegankelijkheid doelgroep (indruk),Soort Resultaat,Bron: Vrije labels,Bron: Commerciality,Bron: Sector,Q: soort,Bron: reclame,Opmerking,Q: Ranking vrije labels,Bron: doel,Bron: Trackers,OnderzoekNr,Related to Bronnen DB test (Resultaten DB),Bronnen: URL domein,Query: Video Schooltv,Created by,Bron-Status,Created time,Bron: Onderwerp
Just-in-case,Het bruist in België: zo viert koning Filip zijn tien jaar op de troon | RTL Nieuws,6,https://www.rtlnieuws.nl/entertainment/royalty/artikel/5397467/koning-filip-belgie-tien-jaar-op-de-troon-nationale-feestdag,koning van belgieje (https://www.notion.so/koning-van-belgieje-0cdef146c7eb4e7f8f72205969db9da1?pvs=21),relevant,,rtlnieuws.nl (https://www.notion.so/rtlnieuws-nl-d9a027853acc4d7b91192acee8380bbc?pvs=21),RTL Nederland B.V.,complex,informatief,"clickbait,infinite_scroll,journalistiek,link/reclamevehikel,nieuws",commercieel,Entertainment-industrie,2 of meer woorden,many_ads,,,journalistiek informatieproduct,15,1,,https://www.rtlnieuws.nl/,-,Maarten Sprenger,Done,"October 26, 2023 2:43 PM",
Nee,http://stipreizne.nl Cruise Middellandse Zee & citytrip Barcelona | Stip Reizen,6,https://www.stipreizen.nl/spanje/costa-brava/barcelona/cruise-middellandse-zee-citytrip-barcelona,middellandse zee (https://www.notion.so/middellandse-zee-03030bea7e1e409ea9ac02ae6f55b17a?pvs=21),niet_relevant,webshop_result_page,stipreizen.nl (https://www.notion.so/stipreizen-nl-00f0f7bb5bd6492085bfdcf1fe29dbcd?pvs=21),"Stip Reizen, Corendon",nvt,transactional,"bedrijfsinfo/uithangbord,webshop",commercieel,Reisorganisaties,Named entity,company_promotion,,,webshop/winkel+promotioneel deel,2,1,,https://www.stipreizen.nl/,-,Maarten Sprenger,Done,"October 26, 2023 2:15 PM",
Just-in-case,Schots - WikiWoordenboek,6,https://nl.wiktionary.org/wiki/Schots,wat betekent schotse (https://www.notion.so/wat-betekent-schotse-02f4c6330bdb4ee2aedd31b60a04a595?pvs=21),relevant,,wiktionary.org (https://www.notion.so/wiktionary-org-9367bbbea6f34bbd8079080577506925?pvs=21),"Wiktionary, Wikimedia foundation",complex,informatief,"user_generated_content,wiki,woordenboek",not_for_profit,Uitgevers (educatief/literair),Vragen,no_ads,,,gebruikersplatform met kwaliteitsinformatie,0,1,,https://nl.wiktionary.org/,-,Maarten Sprenger,Almost completed,"October 26, 2023 12:17 PM",
Just-in-case,Geld | RTL Nieuws,7,https://www.rtlnieuws.nl/tags/onderwerpen/economie/monetaire-economie/geld,geld (https://www.notion.so/geld-03503decdc9c4a2ca52fb56abf285fc8?pvs=21),relevant,,rtlnieuws.nl (https://www.notion.so/rtlnieuws-nl-d9a027853acc4d7b91192acee8380bbc?pvs=21),RTL Nederland B.V.,nvt,navigational,"clickbait,infinite_scroll,journalistiek,link/reclamevehikel,nieuws",commercieel,Entertainment-industrie,Eén woord,many_ads,,,journalistiek informatieproduct,15,1,,https://www.rtlnieuws.nl/,- (klokhuis 9),Maarten Sprenger,Done,"January 15, 2024 3:45 PM",
Just-in-case,Herdenkingsmonument begraafplaats Rillaar - Begraafplaats | RouteYou,7,https://www.routeyou.com/nl-be/location/view/51117942/herdenkingsmonument-begraafplaats-rillaar,rillaar monumenten (https://www.notion.so/rillaar-monumenten-3df617918032408e97f9222387714a30?pvs=21),relevant,,routeyou.com (https://www.notion.so/routeyou-com-5bbdf6561c86470f9c86168fd92bf6e6?pvs=21),RouteYou,complex,informatief,,commercieel,Online-bedrijven,2 of meer woorden,"affiliate_marketing_2/24,company_promotion,many_ads",,,informatieproduct div. commercieel,4,1,,https://www.routeyou.com/,"- ",Maarten Sprenger,Done,"January 15, 2024 1:08 PM",
Twijfel,50 ongelofelijke feiten over de wereld om slim over te komen ‹ GO Blog | EF Blog Netherlands,7,https://www.ef.nl/blog/language/50-ongelofelijke-feiten-over-de-wereld-om-slim-over-te-komen/,wist je dat? (https://www.notion.so/wist-je-dat-2f01ede35afc48bd9d01d365f87f9d14?pvs=21),relevant,,ef.nl (https://www.notion.so/ef-nl-b8aacddfdd5c4329a04f7867e40ae0c4?pvs=21),Education First,redelijk_begrijpelijk,informatief,user_generated_content,commercieel,Winkels en bedrijven div,Named entity,company_promotion,,,product-/bedrijfsinfo + uithangbord,1,1,,https://www.ef.nl,"- ",Maarten Sprenger,Done,"January 15, 2024 11:36 AM",
Nee,Klokken. Bestel online of kom langs! - IKEA,7,https://www.ikea.com/nl/nl/cat/klokken-10759/,klokken (https://www.notion.so/klokken-ea2491d6631741438a45be51ea12006e?pvs=21),relevant,webshop_result_page,ikea.com (https://www.notion.so/ikea-com-f14a7ea64e734b5abbf8cbc723fc7a60?pvs=21),Inter IKEA Systems B.V,nvt,transactional,"(product)informatie ihkv verkoop/bezoek,bedrijfsinfo/uithangbord,webshop",commercieel,Winkels en bedrijven div,Eén woord,company_promotion,,(Bijna) alleen shops op de query,webshop/winkel+promotioneel deel,16,1,,https://www.ikea.com/,"- ",Maarten Sprenger,Done,"January 15, 2024 11:11 AM",
Just-in-case,"Ligboxenstal blijft, maar echt natuurlijk gedrag vraagt een vrijloopstal’ - Melkvee100plus",7,https://melkvee100plus.nl/management/ligboxenstal-blijft-maar-echt-natuurlijk-gedrag-vraagt-een-vrijloopstal/,wat is en ligboxstal (https://www.notion.so/wat-is-en-ligboxstal-fb6ef68d60344b8eac0179a043e7c695?pvs=21),relevant,,melkvee100plus.nl (https://www.notion.so/melkvee100plus-nl-365af3def73f4180888e6a7d0421c922?pvs=21),"Melkvee100Plus, Boerderij,  Misset Uitgeverij B.V.",complex,informatief,"nieuws,vakinformatie/beroepsinfo",commercieel,Uitgevers (journalistiek),Vragen,company_promotion,,,journalistiek informatieproduct,3,1,,https://melkvee100plus.nl/,-,Maarten Sprenger,Done,"January 14, 2024 1:18 PM",dieren
Just-in-case,Gouverneur Emile Roemer heeft een wens voor Limburg - YouTube,7,https://www.youtube.com/watch?v=l7LPrLjT2Jg,De gouverneur van limburg (https://www.notion.so/De-gouverneur-van-limburg-f9cc218600054b3da3af094ef4830f45?pvs=21),relevant,,youtube.com/@ProvincieLimburg (https://www.notion.so/youtube-com-ProvincieLimburg-c5c8f35a527f4242bbe41128bd6d71dd?pvs=21),Provincie LImburg,redelijk_begrijpelijk,informatief,"BigTech,bedrijfsinfo/uithangbord,infinite_scroll,overheidsinfo (of i.o.v.),promotioneel,social_media",not_for_profit,Overheid (of i.o.v.),2 of meer woorden,no_ads,,,overheidsinformatie (overige),17,1,,https://www.youtube.com/@ProvincieLimburg,-,Maarten Sprenger,In progress,"January 14, 2024 1:04 PM",
Nee,Stoomschip - Wikikids,7,https://wikikids.nl/Stoomschip,stoomschip (https://www.notion.so/stoomschip-f9732dd1ee97460694f0b499c22a054c?pvs=21),relevant,,wikikids.nl (https://www.notion.so/wikikids-nl-eb5089cf47f64c5db5b78f0628175216?pvs=21),"Stichting Wikikids, ondersteund door Kennisnet; about-pagina is al lang niet geüpdatet. ",redelijk_begrijpelijk,informatief,"community,doelgroep PO/8-12,informatie_primair_doel,user_generated_content,wiki",not_for_profit,Amateur/vrijwilligersverenigingen,Eén woord,no_ads,onsamenhangend en onvolledig,,gebruikersplatform geen kwaliteitsgarantie non-comm.,4,1,,https://wikikids.nl/,"5 ",Maarten Sprenger,Done,"January 14, 2024 12:45 PM",
Ja,De hommel: is dat een bij? Weetjes van OERRR | Natuurmonumenten,7,https://www.natuurmonumenten.nl/kinderen/wat-weet-jij-over-de-hommel,hommels (https://www.notion.so/hommels-f4f064d913e0425086f6e26750c6d63b?pvs=21),relevant,,natuurmonumenten.nl (https://www.notion.so/natuurmonumenten-nl-bc2583f8c8414c5b91a1622d282bb874?pvs=21),Natuurmonumenten,redelijk_begrijpelijk,informatief,informatie_primair_doel,not_for_profit,NGO/Goede doelen site,Eén woord,company_promotion,,,informatie in het kader van goed doel,5,1,,https://www.natuurmonumenten.nl/,-,Maarten Sprenger,Done,"January 13, 2024 4:34 PM",dieren
Just-in-case,Ongewervelde dieren - Wikiwijs Maken,7,https://maken.wikiwijs.nl/58978/Ongewervelde_dieren,Ongewervelde dieren (https://www.notion.so/Ongewervelde-dieren-e2ea0873311948bcaa03d21d5605a89e?pvs=21),relevant,,maken.wikiwijs.nl (https://www.notion.so/maken-wikiwijs-nl-ed7167ce715f49e5829aaee24737b640?pvs=21),"Wikiwijs is een initiatief van Stichting Kennisnet in opdracht van het ministerie van Onderwijs, Cultuur en Wetenschap gemaakt Kennisnet en de Open Universiteit ",redelijk_begrijpelijk,informatief,"informatie_primair_doel,kennisbank/centrum,onderwijscontent,user_generated_content",not_for_profit,Overheid (of i.o.v.),Named entity,no_ads,,,gebruikersplatform geen kwaliteitsgarantie non-comm.,7,1,,https://www.wikiwijs.nl/maken/,"-  (KC 2, 6, 7)",Maarten Sprenger,Done,"January 13, 2024 3:35 PM",
Just-in-case,Azerty.nl | Raalte | Facebook,7,https://www.facebook.com/azerty.nl/?locale=nl_NL,azerty (https://www.notion.so/azerty-ec04ab8431194d1bbf943727a797618e?pvs=21),niet_relevant,,facebook.com (https://www.notion.so/facebook-com-05ea9be69e884499b87e7677ca2f6ded?pvs=21),Meta,nvt,navigational,"BigTech,infinite_scroll,log_in (geheel/gedeeltelijk),platform (algemeen/specifiek),social_media,user_generated_content",ultra_commercieel,BigTech,Named entity,many_ads,,,gebruikersplatform geen kwaliteitsgarantie comm.,6,1,,https://www.facebook.com,-,Maarten Sprenger,Done,"January 13, 2024 3:11 PM",
Just-in-case,onstaan spijkerbroek - Google Zoeken,7,https://www.google.nl/search?sca_esv=598151369&tbm=vid&q=onstaan+spijkerbroek&sa=X&ved=2ahUKEwivq_7vu9qDAxVVg_0HHWv4C4AQ8ccDegQIPhAG,onstaan spijkerbroek (https://www.notion.so/onstaan-spijkerbroek-e236a406a4a74f00b7e88827bf70a313?pvs=21),relevant,zoekmachine_facet_link,google.nl/com (https://www.notion.so/google-nl-com-7c0c28e0af774374ba7898b99657f780?pvs=21),Aphabet,nvt,navigational,"BigTech,zoekmachines",commercieel,BigTech,2 of meer woorden,many_ads,,,informatieproduct div. commercieel,13,1,,https://www.google.com/,"8 (CH 1, 5;  klokhuis 2; WW 3; SS 9)",Maarten Sprenger,Almost completed,"January 13, 2024 2:31 PM",
Twijfel,in mei gaan alle paardjes op de wei * Hart voor Paarden * - YouTube,7,https://www.youtube.com/watch?v=Plun8MEc3vk,video van paarden (https://www.notion.so/video-van-paarden-dc11b8b6f71c4653b2788f18abfbd96b?pvs=21),relevant,,youtube.com/@HartvoorPaarden (https://www.notion.so/youtube-com-HartvoorPaarden-b60437c914e64cf69e6298af02e118ee?pvs=21),"Hart voor Paarden, Tessa Ottenhof Dutch Equestrian Content Creator",te_simpel,informatief,"BigTech,edutainment,infinite_scroll",commercieel,Celebrities/vloggers,2 of meer woorden,many_ads,,,blog/vlog commercieel,7,1,,https://www.youtube.com/@HartvoorPaarden,-,Maarten Sprenger,Done,"January 13, 2024 1:53 PM",
Nee,Kerst - Wikikids,7,https://wikikids.nl/Kerst,kerstmis (https://www.notion.so/kerstmis-d9049904c07a41c6af4a345b6017178f?pvs=21),relevant,,wikikids.nl (https://www.notion.so/wikikids-nl-eb5089cf47f64c5db5b78f0628175216?pvs=21),"Stichting Wikikids, ondersteund door Kennisnet; about-pagina is al lang niet geüpdatet. ",redelijk_begrijpelijk,informatief,"community,doelgroep PO/8-12,informatie_primair_doel,user_generated_content,wiki",not_for_profit,Amateur/vrijwilligersverenigingen,Eén woord,no_ads,"Uitgebreid, met ruimte voor nuances vanuit katholicisme, protestantisme en Islam. Feiten en verhaal staan wel beetje door elkaar: “Niet zo bekend is dat in de https://wikikids.nl/Koran ook enkele malen iets van een Kerstverhaal staat. Hoofstuk 19 (soera 19) is zelfs naar Maria genoemd, de moeder van Jezus. Het is de enige keer dat een vrouw wordt genoemd in de Koran. In de Koran staat dat https://wikikids.nl/Maria_(bijbel) zwanger wordt omdat https://wikikids.nl/God het wil. https://wikikids.nl/Jozef komt in het verhaal helemaal niet voor. Over Bethlehem wordt niets vermeld. Wat wel wordt vermeld is dat Maria bevalt van Jezus onder een palmboom. Jezus begint onmiddellijk te praten. Dus Jezus kon al als baby wonderen doen. De Koran is 6 eeuwen na het https://wikikids.nl/Evangelie uit de https://wikikids.nl/Bijbel geschreven. https://wikikids.nl/Moslim vieren geen feest van de geboorte van Jezus Christus, net zomin als ze een feest vieren van de https://wikikids.nl/Profeet https://wikikids.nl/Mohammed.” 
Geen bronnen, wel veel videoverwijzingen.",,gebruikersplatform geen kwaliteitsgarantie non-comm.,4,1,,https://wikikids.nl/,-,Maarten Sprenger,Done,"January 13, 2024 12:39 PM",
Ja,Otter | Rangerclub,7,https://rangerclub.be/nl/dieren/otter/,otter kenmerken (https://www.notion.so/otter-kenmerken-d9068baceb2944508fcc1b97a85f787b?pvs=21),relevant,,rangerclub.be (https://www.notion.so/rangerclub-be-b60077b80d974fe09b977a7c92c2142e?pvs=21),WWF Rangerclub,redelijk_begrijpelijk,informatief,"doelgroep PO/8-12,promotioneel",not_for_profit,Uitgevers (educatief/literair),2 of meer woorden,company_promotion,,,kwaliteitsinfo voor 8-18,5,1,,https://rangerclub.be,"2, 6 (JJ 1)",Maarten Sprenger,Done,"January 13, 2024 11:47 AM","dieren,natuur"
Nee,Wat sturen naar iemand die je leuk vindt: 13 Slimme Berichtjes,7,https://www.mannenbrein.nl/wat-te-sturen-naar-iemand-die-je-leuk-vindt/,ik wil iemand een bericht steuren (https://www.notion.so/ik-wil-iemand-een-bericht-steuren-0d10e7122e484e72848b536f87d92989?pvs=21),relevant,,mannenbrein.nl (https://www.notion.so/mannenbrein-nl-54c2697c43ae419490af8112f9f25211?pvs=21),"MannenBreinMB Training & Educatie VOF; Mathijs Dingjan, dating- en relatie-expert en oprichter van MannenBrein",complex,informatief,"bedrijfsinfo/uithangbord,promotioneel",commercieel,Individuele personen div,2 of meer woorden,company_promotion,,,blog/vlog commercieel,9,1,,https://www.mannenbrein.nl,-,Maarten Sprenger,Almost completed,"January 13, 2024 11:18 AM",
Ja,Leren over slootjes - IVN,7,https://www.ivn.nl/leren-over-de-natuur/alles-over-slootjes/,sloot (https://www.notion.so/sloot-d22e86756e8f40efb9d06847ed9335eb?pvs=21),relevant,,ivn.nl (https://www.notion.so/ivn-nl-fb85365b0df344148643ba28bef60b63?pvs=21),IVN Natuureducatie,eenvoudig,informatief,"kennisbank/centrum,voorlichting",not_for_profit,Onafhankelijk Kennis- en adviescentrum,Eén woord,company_promotion,,,"informatie in het kader van goed doel,kennisbank/centrum +",9,1,,https://www.ivn.nl/,-,Maarten Sprenger,Done,"January 12, 2024 9:57 PM",dieren
Ja,Pijnlijke menstruatie · Gezondheid en wetenschap,7,https://www.gezondheidenwetenschap.be/richtlijnen/pijnlijke-menstruatie,maanstonden (https://www.notion.so/maanstonden-d166998bf97e4adeb2bffd443829bc7e?pvs=21),relevant,,gezondheidenwetenschap.be (https://www.notion.so/gezondheidenwetenschap-be-8b567d8a81f04f56afa7d810aa93bf4d?pvs=21),"het Centrum voor Evidence-Based Medicine (Cebam) iov Vlaamse Gemeenschap ",redelijk_begrijpelijk,informatief,"informatie_primair_doel,kennisbank/centrum,meertalig,overheidsinfo (of i.o.v.),positief-gevalideerd",not_for_profit,Onafhankelijk Kennis- en adviescentrum,Eén woord,no_ads,,,"kennisbank/centrum +,overheidsinformatie (overige),positief-gevalideerd",0,1,,https://www.gezondheidenwetenschap.be/,- (JJ 8),Maarten Sprenger,Done,"January 12, 2024 9:34 PM","gezondheid,lichaam,zelfzorg"
Nee,Wilde Dieren Encyclopedie: de Kangoeroe - Hart Voor Dieren,7,https://hartvoordieren.nl/wilde-dieren-encyclopedie-kangoeroe/,kangoeroe (https://www.notion.so/kangoeroe-d15244f5ac414bc0aa33ff1c084f33fc?pvs=21),relevant,,hartvoordieren.nl (https://www.notion.so/hartvoordieren-nl-4205e73cdd7d446db76f65bbcbea9dfa?pvs=21),Hart Voor Dieren/Vipmedia,redelijk_begrijpelijk,informatief,"abo-print,infotainment,link/reclamevehikel",ultra_commercieel,Uitgevers (div. commercieel),Eén woord,"company_promotion,over_the_top_ads",,,informatieproduct div. commercieel,11,1,,https://hartvoordieren.nl/,1 (JJ 9),Maarten Sprenger,Done,"January 12, 2024 7:33 PM",
Ja,Filter (fotografie) - Wikipedia,7,https://nl.wikipedia.org/wiki/Filter_(fotografie),filters (https://www.notion.so/filters-cf9c1b0a52094195b70372091b7af0b8?pvs=21),niet_relevant,,wikipedia.org  (https://www.notion.so/wikipedia-org-e3d64286bdb549248cfdba53a463a692?pvs=21),Wikimedia Foundation inc,complex,informatief,"community,informatie_primair_doel,user_generated_content,wiki",not_for_profit,NGO/Goede doelen site,Eén woord,no_ads,,(Bijna) alleen shops op de query,gebruikersplatform met kwaliteitsinformatie,1,1,,https://nl.wikipedia.org/,-,Maarten Sprenger,Done,"January 12, 2024 7:11 PM",
Ja,Kwallen | Museon Omniversum,7,https://www.museon-omniversum.nl/knowledgebaseitem/kwallen,Kwal (https://www.notion.so/Kwal-cf5616d4edd549dca3ff2cfad6ce82c0?pvs=21),relevant,,museon-omniversum.nl (https://www.notion.so/museon-omniversum-nl-2e30a76bc1f841e684ad0affca3eb681?pvs=21),Museon-Omniversum,redelijk_begrijpelijk,informatief,"(product)informatie ihkv verkoop/bezoek,kennisbank/centrum,onderwijscontent,promotioneel",not_for_profit,Musea en archieven,Eén woord,no_ads,,,"kwaliteitsinfo-musea,product-/bedrijfsinfo + uithangbord",1,1,,https://www.museon-omniversum.nl/,"5, 6 (klokhuis 3,4)",Maarten Sprenger,Almost completed,"January 12, 2024 6:35 PM",
Just-in-case,Rijksuniversiteit Groningen | LinkedIn,7,https://nl.linkedin.com/school/rijksuniversiteit-groningen/,Rug (https://www.notion.so/Rug-c60242f600f94df4a22a2ee053e351fe?pvs=21),relevant,,linkedin.com (https://www.notion.so/linkedin-com-60b76f3feb3d4438893cb95a7ef36f1c?pvs=21),LinkedIn Corporation,nvt,navigational,"infinite_scroll,social_media,user_generated_content",ultra_commercieel,Online-bedrijven,Eén woord,"company_promotion,many_ads,sluikreclame - todo",,,gebruikersplatform geen kwaliteitsgarantie comm.,10,1,,https://nl.linkedin.com,2,Maarten Sprenger,Almost completed,"January 12, 2024 6:03 PM",
Ja,Wie is Greta Thunberg? | NPO Kennis,7,https://npokennis.nl/story/596/wie-is-greta-thunberg,greta thunberg (https://www.notion.so/greta-thunberg-bcf62302413145689d969de31e27056c?pvs=21),relevant,,npokennis.nl (https://www.notion.so/npokennis-nl-d6250c195baf4d5eb21cae78360afb7c?pvs=21),"NPO Kennis (NTR) ",redelijk_begrijpelijk,informatief,wetenschap,not_for_profit,Publieke_omroep,Named entity,company_promotion,,,publiek_mediaplatform (incl journalistiek),32,1,,https://npokennis.nl,"-  (JJ 3, 9)",Maarten Sprenger,Almost completed,"January 8, 2024 4:05 PM",
Ja,RITMICA vzw : Clubs : Gymfed,7,https://www.gymfed.be/clubs/club/764/ritmica-vzw,turne ritmic (https://www.notion.so/turne-ritmic-3a974918990c4eedba0a03aee159f08c?pvs=21),relevant,,gymfed.be (https://www.notion.so/gymfed-be-9210c89a300e466ea22be45382605aa4?pvs=21),Gymfed,nvt,navigational,portal,not_for_profit,Federatieve instelling/unie,2 of meer woorden,company_promotion,,,"kennisbank/centrum +,verenigingsinformatie-landelijk/lokaal",1,1,,https://www.gymfed.be,6 (zappsport),Maarten Sprenger,Almost completed,"January 8, 2024 3:48 PM",
Ja,Puber | De algemene ontwikkeling | Nederlands Jeugdinstituut,7,https://www.nji.nl/ontwikkeling/de-ontwikkeling-van-je-puber,puberteit (https://www.notion.so/puberteit-bc1d9f0d2f864fa99268e4b458d219b4?pvs=21),relevant,,nji.nl (https://www.notion.so/nji-nl-5b35ecf2a2a641daa31de73687549caa?pvs=21),,redelijk_begrijpelijk,informatief,"kennisbank/centrum,vakinformatie/beroepsinfo",not_for_profit,Overheid (of i.o.v.),Eén woord,no_ads,,,kennisbank/centrum +,2,1,,https://www.nji.nl,"2 ",Maarten Sprenger,Almost completed,"January 8, 2024 3:26 PM",
Nee,Geschiedenis van de auto - Wikikids,7,https://wikikids.nl/Geschiedenis_van_de_auto,auto 1885 (https://www.notion.so/auto-1885-b9060eea81874020870bd915310e2e96?pvs=21),relevant,,wikikids.nl (https://www.notion.so/wikikids-nl-eb5089cf47f64c5db5b78f0628175216?pvs=21),"Stichting Wikikids, ondersteund door Kennisnet; about-pagina is al lang niet geüpdatet. ",redelijk_begrijpelijk,informatief,"community,doelgroep PO/8-12,informatie_primair_doel,user_generated_content,wiki",not_for_profit,Amateur/vrijwilligersverenigingen,2 of meer woorden,no_ads,Deels nog overgeschreven van Wikipedia (buskruit fiets),,gebruikersplatform geen kwaliteitsgarantie non-comm.,4,1,,https://wikikids.nl/,- (klokhuis 2),Maarten Sprenger,Done,"January 8, 2024 2:57 PM",
Nee,Check je poep! Hoe gezond is jouw ontlasting? A.Vogel Blog,7,https://www.avogel.nl/blog/check-je-poep-hoe-gezond-is-je-ontlasting/,poep (https://www.notion.so/poep-b58d803c8c3b49ca859e4e8844e5c287?pvs=21),relevant,,avogel.nl (https://www.notion.so/avogel-nl-a5b72d2547cb47fbb86b2bd5e946e261?pvs=21),A. Vogel,redelijk_begrijpelijk,informatief,"promotioneel,webshop",commercieel,Winkels en bedrijven div,Eén woord,company_promotion,,,webshop/winkel+promotioneel deel,2,1,,https://www.avogel.nl/,"- (JJ 1, 4; BD 8; KH 10)",Maarten Sprenger,Done,"January 8, 2024 1:39 PM",gezondheid
Twijfel,Nijlpaarden | Leefgebied en andere weetjes,7,https://www.naturescanner.nl/nijlpaard,nijlpaard (https://www.notion.so/nijlpaard-b588c59f99514b8abbca9c6ea1c1d64e?pvs=21),relevant,,naturescanner.nl (https://www.notion.so/naturescanner-nl-c5721e35c4dc4eae8307c1abe94f387c?pvs=21),"NatureScanner, Cindy Theunissen",redelijk_begrijpelijk,informatief,"link/reclamevehikel,portal",commercieel,Reisorganisaties,Eén woord,"affiliate_marketing_2/24,company_promotion",,,"blog/vlog commercieel,product-/bedrijfsinfo + uithangbord",4,1,,https://www.naturescanner.nl,4,Maarten Sprenger,Done,"January 8, 2024 12:16 PM",
